Community,ChimpID,Sex,Age,Date,FocalFollowNum,Hr,Min,FocalPhResp,Activity,FoodPart,Parity,MaleDepOffspring,Oes4,Drum,InPartyPh,AlphaPresent,IndepIndivs,Closest15min,LumpedBlocks,Comments,Core75
waibira,ATA,m,22,20170420,180,12,51,0,NotFeed,NotFeed,NA,NA,NA,0,0,1,6,12:45,off grid,,No
waibira,ATA,m,22,20170420,180,13,17,0,Feed,RipeFruit,NA,NA,NA,0,0,0,5,13:15,off grid,,No
waibira,ATA,m,22,20170420,180,14,1,0,NotFeed,NotFeed,NA,NA,NA,0,0,0,6,14:00,off grid,,No
waibira,ATA,m,22,20170420,180,14,3,0,NotFeed,NotFeed,NA,NA,NA,0,0,0,6,14:00,off grid,,No
waibira,ATA,m,22,20170420,180,15,53,0,NotFeed,NotFeed,NA,NA,NA,1,0,1,13,16:00,off grid,,No
waibira,TAL,m,41,20170421,181,8,28,0,NotFeed,NotFeed,NA,NA,NA,0,1,1,7,08:30,20-24;r-u,,Yes
waibira,TAL,m,41,20170421,181,8,31,0,NA,NA,NA,NA,NA,0,1,1,7,08:30,20-24;r-u,,Yes
waibira,TAL,m,41,20170421,181,8,41,0,Feed,RipeFruit,NA,NA,NA,0,1,1,7,08:45,20-24;r-u,,Yes
waibira,TAL,m,41,20170421,181,9,13,0,NotFeed,NotFeed,NA,NA,NA,0,1,1,5,09:15,20-24;r-u,,Yes
waibira,TAL,m,41,20170421,181,9,16,0,NotFeed,NotFeed,NA,NA,NA,0,0,1,5,09:15,20-24;r-u,,Yes
waibira,TAL,m,41,20170421,181,9,24,1,NotFeed,NotFeed,NA,NA,NA,0,1,1,7,09:30,20-24;r-u,,Yes
waibira,TAL,m,41,20170421,181,9,30,0,NotFeed,NotFeed,NA,NA,NA,0,0,1,7,09:30,20-24;r-u,,Yes
waibira,TAL,m,41,20170421,181,9,39,0,NotFeed,NotFeed,NA,NA,NA,0,0,1,7,09:45,20-24;r-u,,Yes
waibira,TAL,m,41,20170421,181,10,53,0,NotFeed,NotFeed,NA,NA,NA,0,1,0,6,11:00,25-29;f-i,,Yes
waibira,TAL,m,41,20170421,181,10,57,0,NotFeed,NotFeed,NA,NA,NA,0,0,0,6,11:00,25-29;f-i,,Yes
waibira,TAL,m,41,20170421,181,11,48,0,NA,NA,NA,NA,NA,0,1,1,9,11:45,25-29;f-i,,Yes
waibira,TAL,m,41,20170421,181,11,50,0,NA,NA,NA,NA,NA,0,0,1,9,11:45,25-29;f-i,,Yes
waibira,TAL,m,41,20170421,181,12,10,0,NotFeed,NotFeed,NA,NA,NA,0,1,0,3,12:15,25-29;f-i,,Yes
waibira,TAL,m,41,20170421,181,12,15,0,NotFeed,NotFeed,NA,NA,NA,0,1,0,3,12:15,25-29;f-i,,Yes
waibira,TAL,m,41,20170421,181,12,45,0,NotFeed,NotFeed,NA,NA,NA,0,1,0,3,12:45,25-29;f-i,,Yes
waibira,TAL,m,41,20170421,181,13,22,0,NotFeed,NotFeed,NA,NA,NA,1,0,0,3,13:15,25-29;f-i,,Yes
waibira,TAL,m,41,20170421,181,13,28,1,NotFeed,NotFeed,NA,NA,NA,0,1,0,3,13:30,25-29;f-i,,Yes
waibira,TAL,m,41,20170421,181,13,30,0,NotFeed,NotFeed,NA,NA,NA,0,0,0,3,13:30,25-29;f-i,,Yes
waibira,TAL,m,41,20170421,181,13,51,0,NotFeed,NotFeed,NA,NA,NA,0,0,0,5,13:45,20-24;b-e,,Yes
waibira,TAL,m,41,20170421,181,13,54,0,Feed,RipeFruit,NA,NA,NA,1,0,0,5,14:00,20-24;b-e,,Yes
waibira,TAL,m,41,20170421,181,14,3,0,NotFeed,NotFeed,NA,NA,NA,0,0,0,5,14:00,20-24;b-e,,Yes
waibira,TAL,m,41,20170421,181,14,16,0,NotFeed,NotFeed,NA,NA,NA,0,0,0,4,14:15,20-24;b-e,,Yes
waibira,TAL,m,41,20170421,181,14,22,0,NotFeed,NotFeed,NA,NA,NA,0,0,0,4,14:15,20-24;b-e,,Yes
waibira,TAL,m,41,20170421,181,14,25,0,NotFeed,NotFeed,NA,NA,NA,1,0,0,4,14:30,20-24;a-2,,Yes
waibira,TAL,m,41,20170421,181,14,31,0,NotFeed,NotFeed,NA,NA,NA,0,0,0,5,14:30,20-24;a-2,,Yes
waibira,TAL,m,41,20170421,181,15,18,0,NotFeed,NotFeed,NA,NA,NA,0,0,0,10,15:15,15-19;b-e,,Yes
waibira,TAL,m,41,20170421,181,15,20,1,NotFeed,NotFeed,NA,NA,NA,0,1,0,10,15:15,15-19;b-e,,Yes
waibira,TAL,m,41,20170421,181,15,23,0,Feed,RipeFruit,NA,NA,NA,0,0,0,10,15:30,15-19;b-e,,Yes
waibira,TAL,m,41,20170421,181,15,28,0,NotFeed,NotFeed,NA,NA,NA,0,1,1,3,15:30,15-19;b-e,,Yes
waibira,TAL,m,41,20170421,181,15,34,0,NotFeed,NotFeed,NA,NA,NA,0,0,1,3,15:30,15-19;b-e,,Yes
waibira,TAL,m,41,20170421,181,15,42,1,NotFeed,NotFeed,NA,NA,NA,0,1,0,2,15:45,15-19;b-e,,Yes
waibira,TAL,m,41,20170421,181,15,44,1,NotFeed,NotFeed,NA,NA,NA,0,0,0,2,15:45,15-19;b-e,,Yes
waibira,TAL,m,41,20170421,181,15,45,0,NotFeed,NotFeed,NA,NA,NA,0,0,0,2,15:45,15-19;b-e,,Yes
waibira,TAL,m,41,20170421,181,15,47,0,Feed,RipeFruit,NA,NA,NA,1,0,0,2,15:45,15-19;b-e,,Yes
waibira,TAL,m,41,20170421,181,15,53,0,NotFeed,NotFeed,NA,NA,NA,0,0,0,1,16:00,10-14;f-i,,No
waibira,TAL,m,41,20170421,181,16,9,0,Feed,RipeFruit,NA,NA,NA,0,0,0,1,16:15,10-14;f-i,,No
waibira,TAL,m,41,20170421,181,16,22,0,Feed,RipeFruit,NA,NA,NA,0,0,0,1,16:15,10-14;f-i,,No
waibira,TAL,m,41,20170421,181,16,24,0,Feed,RipeFruit,NA,NA,NA,1,0,0,1,16:30,10-14;f-i,,No
waibira,TAL,m,41,20170421,181,16,28,0,Feed,RipeFruit,NA,NA,NA,0,0,0,1,16:30,10-14;f-i,,No
waibira,FID,m,15,20170422,182,11,58,0,Feed,NotRipeFruit,NA,NA,NA,0,1,0,8,12:00,off grid,,No
waibira,FID,m,15,20170422,182,12,0,0,Feed,NotRipeFruit,NA,NA,NA,1,0,0,8,12:00,off grid,,No
waibira,FID,m,15,20170422,182,12,2,0,Feed,NotRipeFruit,NA,NA,NA,0,0,0,8,12:00,off grid,,No
waibira,FID,m,15,20170422,182,12,4,0,NotFeed,NotFeed,NA,NA,NA,0,0,0,8,12:00,off grid,,No
waibira,FID,m,15,20170422,182,12,13,0,NotFeed,NotFeed,NA,NA,NA,0,0,0,8,12:15,off grid,,No
waibira,FID,m,15,20170422,182,12,39,0,Feed,NotRipeFruit,NA,NA,NA,0,0,0,10,12:45,off grid,,No
waibira,FID,m,15,20170422,182,12,49,0,Feed,NotRipeFruit,NA,NA,NA,0,1,0,10,12:45,off grid,,No
waibira,FID,m,15,20170422,182,12,52,0,NotFeed,NotFeed,NA,NA,NA,0,1,0,10,12:45,off grid,,No
waibira,FID,m,15,20170422,182,12,54,0,NotFeed,NotFeed,NA,NA,NA,0,1,0,10,13:00,off grid,,No
waibira,FID,m,15,20170422,182,13,27,0,NotFeed,NotFeed,NA,NA,NA,0,1,1,11,13:30,off grid,,No
waibira,FID,m,15,20170422,182,13,33,0,Feed,NotRipeFruit,NA,NA,NA,0,1,1,11,13:30,off grid,,No
waibira,FID,m,15,20170422,182,13,43,0,NotFeed,NotFeed,NA,NA,NA,0,1,1,11,13:45,off grid,,No
waibira,FID,m,15,20170422,182,14,34,0,NA,NA,NA,NA,NA,0,1,1,17,14:30,No Block Found,still no block,NA
waibira,FID,m,15,20170422,182,14,48,0,NA,NA,NA,NA,NA,0,1,1,17,14:45,No Block Found,still no block,NA
waibira,FID,m,15,20170422,182,15,38,0,NotFeed,NotFeed,NA,NA,NA,0,0,1,7,15:45,off grid,,No
waibira,FID,m,15,20170422,182,15,45,0,NotFeed,NotFeed,NA,NA,NA,0,0,1,7,15:45,off grid,,No
waibira,FID,m,15,20170422,182,15,51,0,NotFeed,NotFeed,NA,NA,NA,0,0,1,8,15:45,off grid,,No
waibira,FID,m,15,20170422,182,15,54,0,NotFeed,NotFeed,NA,NA,NA,0,0,1,8,16:00,off grid,closest tim 15.45,No
waibira,FID,m,15,20170422,182,16,0,0,NotFeed,NotFeed,NA,NA,NA,1,0,0,3,16:00,off grid,closest tim 15.45,No
waibira,TRS,m,34,20170427,183,9,10,0,Feed,RipeFruit,NA,NA,NA,0,0,0,2,09:15,off grid,,No
waibira,TRS,m,34,20170427,183,9,32,0,Feed,RipeFruit,NA,NA,NA,0,0,0,2,09:30,off grid,,No
waibira,TRS,m,34,20170427,183,9,40,0,Feed,RipeFruit,NA,NA,NA,0,0,0,2,09:45,off grid,,No
waibira,TRS,m,34,20170427,183,9,54,1,NotFeed,NotFeed,NA,NA,NA,0,0,0,2,10:00,off grid,,No
waibira,TRS,m,34,20170427,183,9,54,1,NotFeed,NotFeed,NA,NA,NA,0,0,0,2,10:00,off grid,,No
waibira,TRS,m,34,20170427,183,10,33,0,NotFeed,NotFeed,NA,NA,NA,0,1,0,3,10:30,off grid,,No
waibira,TRS,m,34,20170427,183,10,41,0,NotFeed,NotFeed,NA,NA,NA,0,0,0,3,10:45,off grid,,No
waibira,TRS,m,34,20170427,183,10,43,1,NotFeed,NotFeed,NA,NA,NA,0,1,0,3,10:45,off grid,,No
waibira,TRS,m,34,20170427,183,10,43,0,NotFeed,NotFeed,NA,NA,NA,0,0,0,3,10:45,off grid,,No
waibira,TRS,m,34,20170427,183,11,1,1,NotFeed,NotFeed,NA,NA,NA,1,1,0,3,11:00,off grid,,No
waibira,TRS,m,34,20170427,183,11,1,0,NotFeed,NotFeed,NA,NA,NA,0,0,0,3,11:00,off grid,,No
waibira,TRS,m,34,20170427,183,11,7,0,NotFeed,NotFeed,NA,NA,NA,0,0,1,8,11:00,off grid,,No
waibira,TRS,m,34,20170427,183,11,9,1,NotFeed,NotFeed,NA,NA,NA,1,1,1,9,11:15,off grid,,No
waibira,TRS,m,34,20170427,183,11,17,1,NotFeed,NotFeed,NA,NA,NA,0,0,0,6,11:15,off grid,,No
waibira,TRS,m,34,20170427,183,11,22,1,NotFeed,NotFeed,NA,NA,NA,1,0,0,6,11:15,off grid,,No
waibira,TRS,m,34,20170427,183,11,23,0,NotFeed,NotFeed,NA,NA,NA,0,1,0,6,11:30,off grid,,No
waibira,TRS,m,34,20170427,183,11,25,0,NotFeed,NotFeed,NA,NA,NA,1,0,0,6,11:30,off grid,,No
waibira,TRS,m,34,20170427,183,12,2,0,NotFeed,NotFeed,NA,NA,NA,0,0,0,6,12:00,off grid,,No
waibira,TRS,m,34,20170427,183,12,37,0,Feed,RipeFruit,NA,NA,NA,0,0,0,8,12:30,off grid,,No
waibira,TRS,m,34,20170427,183,12,55,1,NotFeed,NotFeed,NA,NA,NA,0,0,0,8,13:00,pre-10;f-i,,No
waibira,TRS,m,34,20170427,183,13,8,0,NotFeed,NotFeed,NA,NA,NA,0,0,0,8,13:15,pre-10;f-i,,No
waibira,TRS,m,34,20170427,183,13,38,1,NotFeed,NotFeed,NA,NA,NA,1,1,1,4,13:45,pre-10;f-i,,No
waibira,TRS,m,34,20170427,183,14,19,1,NotFeed,NotFeed,NA,NA,NA,0,1,0,7,14:15,pre-10;b-e,,No
waibira,TRS,m,34,20170427,183,14,20,0,NotFeed,NotFeed,NA,NA,NA,0,0,0,7,14:15,pre-10;b-e,,No
waibira,TRS,m,34,20170427,183,14,33,0,NotFeed,NotFeed,NA,NA,NA,0,0,1,13,14:30,pre-10;b-e,,No
waibira,TRS,m,34,20170427,183,16,25,0,NotFeed,NotFeed,NA,NA,NA,0,1,0,8,16:30,15-19;a-2,,Yes
waibira,TRS,m,34,20170427,183,16,27,0,NotFeed,NotFeed,NA,NA,NA,0,0,0,8,16:30,15-19;a-2,,Yes
waibira,TRS,m,34,20170427,183,16,48,0,NotFeed,NotFeed,NA,NA,NA,0,1,0,8,16:45,20-24;a-2,,Yes
waibira,FID,m,15,20170428,184,14,4,0,NotFeed,NotFeed,NA,NA,NA,0,0,0,3,14:00,15-19;r-u,,No
waibira,FID,m,15,20170428,184,14,15,0,NotFeed,NotFeed,NA,NA,NA,0,0,0,3,14:15,15-19;r-u,,No
waibira,FID,m,15,20170428,184,14,24,0,NotFeed,NotFeed,NA,NA,NA,0,0,0,3,14:30,15-19;r-u,,No
waibira,FID,m,15,20170428,184,14,44,0,NotFeed,NotFeed,NA,NA,NA,0,1,0,6,14:45,15-19;r-u,,No
waibira,FID,m,15,20170428,184,14,50,0,NotFeed,NotFeed,NA,NA,NA,0,1,0,6,14:45,15-19;r-u,,No
waibira,LAF,m,14,20170428,185,7,8,0,NotFeed,NotFeed,NA,NA,NA,1,1,1,5,07:15,15-19;b-e,,Yes
waibira,LAF,m,14,20170428,185,7,11,0,NotFeed,NotFeed,NA,NA,NA,1,1,1,5,07:15,15-19;b-e,,Yes
waibira,LAF,m,14,20170428,185,7,18,0,NotFeed,NotFeed,NA,NA,NA,0,1,1,5,07:15,15-19;b-e,,Yes
waibira,LAF,m,14,20170428,185,7,20,0,NotFeed,NotFeed,NA,NA,NA,0,0,1,5,07:15,15-19;b-e,,Yes
waibira,LAF,m,14,20170428,185,7,23,0,NotFeed,NotFeed,NA,NA,NA,0,0,0,1,07:30,15-19;b-e,closest time 7.15,Yes
waibira,LAF,m,14,20170428,185,7,26,0,NotFeed,NotFeed,NA,NA,NA,0,0,0,1,07:30,15-19;b-e,closest time 7.15,Yes
waibira,MAS,m,14,20170428,186,8,20,0,Feed,RipeFruit,NA,NA,NA,0,0,0,7,08:15,10-14;j-m,,No
waibira,MAS,m,14,20170428,186,8,31,0,Feed,RipeFruit,NA,NA,NA,0,0,1,8,08:30,10-14;j-m,,No
waibira,MAS,m,14,20170428,186,8,42,0,Feed,RipeFruit,NA,NA,NA,1,1,1,8,08:45,10-14;j-m,,No
waibira,MAS,m,14,20170428,186,8,52,0,Feed,RipeFruit,NA,NA,NA,0,1,1,9,08:45,10-14;j-m,,No
waibira,MAS,m,14,20170428,186,9,3,0,Feed,RipeFruit,NA,NA,NA,0,1,0,5,09:00,10-14;j-m,,No
waibira,MAS,m,14,20170428,186,9,9,0,Feed,RipeFruit,NA,NA,NA,0,0,0,5,09:15,10-14;j-m,,No
waibira,MAS,m,14,20170428,186,9,11,1,Feed,RipeFruit,NA,NA,NA,0,0,0,5,09:15,10-14;j-m,,No
waibira,MAS,m,14,20170428,186,9,11,0,Feed,RipeFruit,NA,NA,NA,1,1,0,5,09:15,10-14;j-m,,No
waibira,MAS,m,14,20170428,186,9,17,1,NotFeed,NotFeed,NA,NA,NA,1,1,0,5,09:15,10-14;j-m,,No
waibira,MAS,m,14,20170428,186,9,17,0,NotFeed,NotFeed,NA,NA,NA,0,1,0,5,09:15,10-14;j-m,,No
waibira,MAS,m,14,20170428,186,9,22,0,NotFeed,NotFeed,NA,NA,NA,0,0,0,5,09:15,10-14;j-m,,No
waibira,MAS,m,14,20170428,186,9,25,0,NotFeed,NotFeed,NA,NA,NA,0,0,0,5,09:30,10-14;j-m,,No
waibira,MAS,m,14,20170428,186,9,27,1,NotFeed,NotFeed,NA,NA,NA,0,1,0,5,09:30,10-14;j-m,,No
waibira,MAS,m,14,20170428,186,9,29,0,NotFeed,NotFeed,NA,NA,NA,0,0,0,5,09:30,10-14;j-m,,No
waibira,MAS,m,14,20170428,186,9,31,0,NotFeed,NotFeed,NA,NA,NA,0,0,0,5,09:30,10-14;j-m,,No
waibira,MAS,m,14,20170428,186,9,42,0,NotFeed,NotFeed,NA,NA,NA,0,1,1,8,09:45,15-19;n-q,,Yes
waibira,MAS,m,14,20170428,186,9,49,0,NotFeed,NotFeed,NA,NA,NA,0,0,0,2,09:45,15-19;n-q,,Yes
waibira,MAS,m,14,20170428,186,9,54,0,NotFeed,NotFeed,NA,NA,NA,0,0,0,2,10:00,15-19;n-q,,Yes
waibira,MAS,m,14,20170428,186,10,7,0,NotFeed,NotFeed,NA,NA,NA,0,0,0,1,10:00,15-19;n-q,,Yes
waibira,MAS,m,14,20170428,186,10,9,1,NotFeed,NotFeed,NA,NA,NA,0,1,0,1,10:15,15-19;n-q,,Yes
waibira,MAS,m,14,20170428,186,10,9,0,NotFeed,NotFeed,NA,NA,NA,0,0,0,1,10:15,15-19;n-q,,Yes
waibira,MAS,m,14,20170428,186,10,20,0,NotFeed,NotFeed,NA,NA,NA,0,0,1,5,10:15,15-19;n-q,,Yes
waibira,MAS,m,14,20170428,186,10,25,0,NotFeed,NotFeed,NA,NA,NA,0,1,1,5,10:30,15-19;n-q,,Yes
waibira,MAS,m,14,20170428,186,10,36,0,NotFeed,NotFeed,NA,NA,NA,1,1,1,5,10:30,15-19;n-q,,Yes
waibira,MAS,m,14,20170428,186,10,39,0,NotFeed,NotFeed,NA,NA,NA,0,0,1,5,10:45,15-19;n-q,,Yes
waibira,MAS,m,14,20170428,186,10,44,0,NotFeed,NotFeed,NA,NA,NA,0,0,1,5,10:45,15-19;n-q,,Yes
waibira,MAS,m,14,20170428,186,10,48,0,NotFeed,NotFeed,NA,NA,NA,0,0,0,2,10:45,15-19;n-q,,Yes
waibira,MAS,m,14,20170428,186,11,2,0,NotFeed,NotFeed,NA,NA,NA,0,1,0,2,11:00,15-19;n-q,,Yes
waibira,MAS,m,14,20170428,186,11,5,0,NotFeed,NotFeed,NA,NA,NA,0,0,0,2,11:00,15-19;n-q,,Yes
waibira,MAS,m,14,20170428,186,11,7,0,NotFeed,NotFeed,NA,NA,NA,0,0,0,2,11:00,15-19;n-q,,Yes
waibira,KEV,m,36,20170430,187,7,51,1,NotFeed,NotFeed,NA,NA,NA,1,1,0,2,07:45,off grid,,No
waibira,KEV,m,36,20170430,187,8,4,0,NotFeed,NotFeed,NA,NA,NA,0,0,0,2,08:00,No Block Found,still no block,NA
waibira,FID,m,15,20170430,188,9,5,0,Feed,RipeFruit,NA,NA,NA,1,0,0,1,09:00,15-19;r-u,closeset time 9.15,No
waibira,FID,m,15,20170430,188,9,16,0,Feed,RipeFruit,NA,NA,NA,1,0,0,1,09:15,15-19;r-u,,No
waibira,FID,m,15,20170430,188,9,19,0,Feed,RipeFruit,NA,NA,NA,0,0,0,1,09:15,15-19;r-u,,No
waibira,FID,m,15,20170430,188,9,26,0,Feed,RipeFruit,NA,NA,NA,0,0,0,1,09:30,15-19;n-q,,Yes
waibira,FID,m,15,20170430,188,9,28,0,Feed,RipeFruit,NA,NA,NA,0,0,0,1,09:30,15-19;n-q,,Yes
waibira,FID,m,15,20170430,188,9,30,0,Feed,RipeFruit,NA,NA,NA,0,0,0,1,09:30,15-19;n-q,,Yes
waibira,FID,m,15,20170430,188,9,34,0,Feed,RipeFruit,NA,NA,NA,1,0,0,1,09:30,15-19;n-q,,Yes
waibira,FID,m,15,20170430,188,9,40,0,Feed,NotRipeFruit,NA,NA,NA,0,0,0,1,09:45,15-19;n-q,,Yes
waibira,FID,m,15,20170430,188,9,42,0,Feed,NotRipeFruit,NA,NA,NA,0,0,0,1,09:45,15-19;n-q,,Yes
waibira,FID,m,15,20170430,188,9,44,0,Feed,RipeFruit,NA,NA,NA,0,0,0,1,09:45,15-19;n-q,,Yes
waibira,FID,m,15,20170430,188,9,46,0,Feed,RipeFruit,NA,NA,NA,0,0,0,1,09:45,15-19;n-q,,Yes
waibira,FID,m,15,20170430,188,9,58,1,NotFeed,NotFeed,NA,NA,NA,0,1,0,1,10:00,15-19;r-u,,No
waibira,FID,m,15,20170430,188,10,2,1,NA,NA,NA,NA,NA,0,1,0,1,10:00,15-19;r-u,,No
waibira,FID,m,15,20170430,188,10,5,1,Feed,RipeFruit,NA,NA,NA,0,1,0,2,10:00,15-19;r-u,,No
waibira,FID,m,15,20170430,188,10,5,0,Feed,RipeFruit,NA,NA,NA,0,0,0,2,10:00,15-19;r-u,,No
waibira,FID,m,15,20170430,188,10,7,0,Feed,RipeFruit,NA,NA,NA,0,0,0,2,10:00,15-19;r-u,,No
waibira,FID,m,15,20170430,188,10,12,1,Feed,RipeFruit,NA,NA,NA,0,0,0,2,10:15,15-19;r-u,,No
waibira,FID,m,15,20170430,188,10,14,0,Feed,RipeFruit,NA,NA,NA,1,0,0,2,10:15,15-19;r-u,,No
waibira,FID,m,15,20170430,188,10,16,0,Feed,RipeFruit,NA,NA,NA,0,1,0,4,10:15,15-19;r-u,,No
waibira,FID,m,15,20170430,188,10,32,1,NotFeed,NotFeed,NA,NA,NA,0,1,0,4,10:30,15-19;r-u,,No
waibira,FID,m,15,20170430,188,10,37,0,Feed,RipeFruit,NA,NA,NA,0,0,0,4,10:30,15-19;r-u,,No
waibira,FID,m,15,20170430,188,11,9,0,NotFeed,NotFeed,NA,NA,NA,0,0,0,4,11:15,15-19;n-q,,Yes
waibira,FID,m,15,20170430,188,11,19,0,NotFeed,NotFeed,NA,NA,NA,0,0,0,4,11:15,15-19;n-q,,Yes
waibira,FID,m,15,20170430,188,11,24,0,Feed,NA,NA,NA,NA,1,0,0,4,11:30,20-24;r-u,,Yes
waibira,MAS,m,14,20170502,189,10,56,0,NotFeed,NotFeed,NA,NA,NA,1,0,0,3,11:00,20-24;n-q,,Yes
waibira,MAS,m,14,20170502,189,12,9,0,NotFeed,NotFeed,NA,NA,NA,0,1,1,9,12:15,20-24;n-q,,Yes
waibira,MAS,m,14,20170502,189,12,34,0,NotFeed,NotFeed,NA,NA,NA,0,1,1,9,12:30,20-24;n-q,,Yes
waibira,MAS,m,14,20170502,189,12,50,0,NotFeed,NotFeed,NA,NA,NA,1,0,1,9,12:45,20-24;n-q,,Yes
waibira,MAS,m,14,20170502,189,13,2,0,NotFeed,NotFeed,NA,NA,NA,0,0,1,9,13:00,20-24;n-q,,Yes
waibira,MAS,m,14,20170502,189,13,6,0,NotFeed,NotFeed,NA,NA,NA,0,1,1,9,13:00,20-24;n-q,,Yes
waibira,MAS,m,14,20170502,189,13,10,0,NotFeed,NotFeed,NA,NA,NA,0,0,1,9,13:15,15-19;n-q,,Yes
waibira,TRS,m,34,20170502,190,7,24,0,Feed,NA,NA,NA,NA,0,0,0,1,07:30,15-19;j-m,,Yes
waibira,TRS,m,34,20170502,190,7,28,0,Feed,NA,NA,NA,NA,0,0,0,1,07:30,15-19;j-m,,Yes
waibira,TRS,m,34,20170502,190,7,31,0,NotFeed,NotFeed,NA,NA,NA,0,0,0,1,07:30,15-19;j-m,,Yes
waibira,TRS,m,34,20170502,190,7,38,0,NotFeed,NotFeed,NA,NA,NA,0,0,0,1,07:45,15-19;j-m,closest itme 7.30,Yes
waibira,TRS,m,34,20170502,190,8,1,0,NotFeed,NotFeed,NA,NA,NA,0,1,1,6,08:00,No Block Found,still no block,NA
waibira,TRS,m,34,20170502,190,8,8,0,NotFeed,NotFeed,NA,NA,NA,1,0,1,6,08:15,No Block Found,still no block,NA
waibira,TRS,m,34,20170502,190,8,12,0,NotFeed,NotFeed,NA,NA,NA,0,0,1,6,08:15,No Block Found,still no block,NA
waibira,TRS,m,34,20170502,190,8,15,0,NotFeed,NotFeed,NA,NA,NA,0,0,1,6,08:15,No Block Found,still no block,NA
waibira,TRS,m,34,20170502,190,8,19,0,NotFeed,NotFeed,NA,NA,NA,0,0,1,6,08:15,No Block Found,still no block,NA
waibira,TRS,m,34,20170502,190,8,22,0,NotFeed,NotFeed,NA,NA,NA,0,0,1,6,08:15,No Block Found,still no block,NA
waibira,TRS,m,34,20170502,190,8,25,0,NotFeed,NotFeed,NA,NA,NA,0,0,1,6,08:30,No Block Found,still no block,NA
waibira,TRS,m,34,20170502,190,8,28,1,NotFeed,NotFeed,NA,NA,NA,0,0,1,6,08:30,No Block Found,still no block,NA
waibira,TRS,m,34,20170502,190,8,28,0,NotFeed,NotFeed,NA,NA,NA,0,0,1,6,08:30,No Block Found,still no block,NA
waibira,TRS,m,34,20170502,190,8,35,0,NotFeed,NotFeed,NA,NA,NA,0,0,0,2,08:30,No Block Found,still no block,NA
waibira,TRS,m,34,20170502,190,8,37,0,NotFeed,NotFeed,NA,NA,NA,0,0,0,1,08:30,No Block Found,still no block,NA
waibira,TRS,m,34,20170502,190,8,40,1,NotFeed,NotFeed,NA,NA,NA,0,0,0,1,08:45,No Block Found,still no block,NA
waibira,TRS,m,34,20170502,190,8,41,1,NotFeed,NotFeed,NA,NA,NA,1,0,0,1,08:45,No Block Found,still no block,NA
waibira,TRS,m,34,20170502,190,8,42,0,NotFeed,NotFeed,NA,NA,NA,0,0,0,1,08:45,No Block Found,still no block,NA
waibira,TRS,m,34,20170502,190,8,44,0,NotFeed,NotFeed,NA,NA,NA,1,0,0,1,08:45,No Block Found,still no block,NA
waibira,KEV,m,36,20170503,191,7,15,1,Feed,RipeFruit,NA,NA,NA,1,0,1,2,07:15,15-19;r-u,,No
waibira,KEV,m,36,20170503,191,7,15,1,Feed,RipeFruit,NA,NA,NA,0,0,1,2,07:15,15-19;r-u,,No
waibira,KEV,m,36,20170503,191,7,20,0,Feed,RipeFruit,NA,NA,NA,0,0,1,2,07:15,15-19;r-u,,No
waibira,KEV,m,36,20170503,191,7,29,0,NotFeed,NotFeed,NA,NA,NA,1,0,1,2,07:30,15-19;r-u,,No
waibira,KEV,m,36,20170503,191,8,4,0,NA,NA,NA,NA,NA,0,1,1,17,08:00,15-19;r-u,,No
waibira,KEV,m,36,20170503,191,8,22,0,Feed,RipeFruit,NA,NA,NA,0,0,1,17,08:15,15-19;r-u,,No
waibira,KEV,m,36,20170503,191,8,26,0,NotFeed,NotFeed,NA,NA,NA,0,0,1,17,08:30,15-19;r-u,,No
waibira,KEV,m,36,20170503,191,8,30,0,NotFeed,NotFeed,NA,NA,NA,0,0,1,17,08:30,15-19;r-u,,No
waibira,KEV,m,36,20170503,191,8,34,0,NotFeed,NotFeed,NA,NA,NA,0,0,1,17,08:30,15-19;r-u,,No
waibira,KEV,m,36,20170503,191,8,57,0,NotFeed,NotFeed,NA,NA,NA,0,1,1,17,09:00,15-19;r-u,,No
waibira,KEV,m,36,20170503,191,9,13,1,NotFeed,NotFeed,NA,NA,NA,0,1,1,17,09:15,15-19;r-u,,No
waibira,KEV,m,36,20170503,191,14,38,0,NotFeed,NotFeed,NA,NA,NA,0,1,0,4,14:45,off grid,,No
waibira,KEV,m,36,20170503,191,14,40,0,NotFeed,NotFeed,NA,NA,NA,0,1,0,4,14:45,off grid,,No
waibira,KEV,m,36,20170503,191,15,54,0,NotFeed,NotFeed,NA,NA,NA,0,0,1,2,16:00,off grid,,No
waibira,KEV,m,36,20170503,191,16,11,0,NotFeed,NotFeed,NA,NA,NA,1,0,1,6,16:15,off grid,Closest time 16.00,No
waibira,GER,m,24,20170504,192,10,6,0,NotFeed,NotFeed,NA,NA,NA,0,1,0,4,10:00,10-14;n-q,,No
waibira,GER,m,24,20170504,192,10,11,0,NotFeed,NotFeed,NA,NA,NA,0,0,0,4,10:15,10-14;n-q,,No
waibira,GER,m,24,20170504,192,10,17,0,NotFeed,NotFeed,NA,NA,NA,0,1,0,5,10:15,10-14;n-q,,No
waibira,GER,m,24,20170504,192,10,22,0,Feed,RipeFruit,NA,NA,NA,0,1,0,5,10:15,10-14;n-q,,No
waibira,GER,m,24,20170504,192,10,26,0,Feed,RipeFruit,NA,NA,NA,0,1,1,11,10:30,15-19;n-q,,Yes
waibira,GER,m,24,20170504,192,10,37,1,Feed,RipeFruit,NA,NA,NA,1,0,1,14,10:30,15-19;n-q,,Yes
